DE;CODDIST;DISTR;CATEG;TIPOESC;CODESCMEC;NOMESC;;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;CEP;CAIXAPOSTA;CEPPOSTAL;DDD;FONE1;FONE1;FONE2;FONE2;FAX;EMAIL;FAX;email;SETOR
LESTE 3;75;SAO RAFAEL;1;08;35447663;JARDIM SANTO ANDRE III;Jardim Santo Andre Iii;R MIGUEL FERREIRA DE MELO;50 A;;JARDIM SANTO ANDRE;08390;000;08390-000;;;;;;;;;E447663A@EDUCACAO.SP.GOV.BR;;e447663a@educacao.sp.gov.br;05
CENTRO OESTE;15;CAMPO BELO;1;08;35004029;FLAVIA VIZIBELI PIRRO PROFESSORA;Flavia Vizibeli Pirro Professora;R PADRE ABREU E LIMA;107;;PARQUE JABAQUARA;04358;130;04358-130;;;011;50311126;+55 11 5031-1126;50311514;+55 11 5031-1514;50311126;E004029A@EDUCACAO.SP.GOV.BR;+55 11 5031-1126;e004029a@educacao.sp.gov.br;01
CENTRO OESTE;35;ITAIM BIBI;1;08;35003864;CECILIANO JOSE ENNES PROFESSOR;Ceciliano Jose Ennes Professor;R SALVADOR CARDOSO;219;;ITAIM BIBI;04533;050;04533-050;;;011;30781675;+55 11 3078-1675;;;30781675;E003864A@EDUCACAO.SP.GOV.BR;+55 11 3078-1675;e003864a@educacao.sp.gov.br;01
CENTRO OESTE;35;ITAIM BIBI;1;08;35003931;OSWALDO ARANHA;Oswaldo Aranha;AVENIDA PORTUGAL;859;;BROOKLIN PAULISTA;04559;002;04559-002;;;011;50448247;+55 11 5044-8247;;;55611673;E003931A@EDUCACAO.SP.GOV.BR;+55 11 5561-1673;e003931a@educacao.sp.gov.br;03
CENTRO OESTE;45;JARDIM PAULISTA;1;08;35003839;GODOFREDO FURTADO;Godofredo Furtado;RUA JOAO MOURA;727;;JARDIM AMERICA;05412;001;05412-001;;;011;30633160;+55 11 3063-3160;30817955;+55 11 3081-7955;30633160;E003839A@EDUCACAO.SP.GOV.BR;+55 11 3063-3160;e003839a@educacao.sp.gov.br;01
CENTRO OESTE;48;LAPA;1;08;35003591;EDMUNDO DE CARVALHO DOUTOR;Edmundo De Carvalho Doutor;RUA TIBERIO;145;;AGUA BRANCA;05042;010;05042-010;;;011;38642266;+55 11 3864-2266;;;38640769;E003591A@EDUCACAO.SP.GOV.BR;+55 11 3864-0769;e003591a@educacao.sp.gov.br;03
CENTRO OESTE;62;PINHEIROS;1;08;35003876;BRASILIO MACHADO;Brasilio Machado;RUA DOS MORAS;630;;VILA MADALENA;05434;020;05434-020;;;011;30327217;+55 11 3032-7217;30342110;+55 11 3034-2110;30327217;E003876A@EDUCACAO.SP.GOV.BR;+55 11 3032-7217;e003876a@educacao.sp.gov.br;01
CENTRO OESTE;65;RAPOSO TAVARES;1;08;35004030;GUIOMAR ROCHA RINALDI PROFESSORA;Guiomar Rocha Rinaldi Professora;RUA DOM FRANCISCO CARDOSO AYRES;285;;JARDIM CAMBARA;05560;010;05560-010;;;011;37820781;+55 11 3782-0781;;;37819402;E004030A@EDUCACAO.SP.GOV.BR;+55 11 3781-9402;e004030a@educacao.sp.gov.br;03
CENTRO OESTE;65;RAPOSO TAVARES;1;08;35004112;LUIS ELIAS ATTIE;Luis Elias Attie;AV ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA;6821;;JARDIM ESMERALDA;05564;200;05564-200;;;011;37818006;+55 11 3781-8006;37820732;+55 11 3782-0732;37820732;E004112A@EDUCACAO.SP.GOV.BR;+55 11 3782-0732;e004112a@educacao.sp.gov.br;04
CENTRO OESTE;65;RAPOSO TAVARES;1;08;35904173;JOAO XXIII;Joao Xxiii;AVENIDA VATICANO;245;;JARDIM JOAO XXIII;05569;120;05569-120;;;011;37820839;+55 11 3782-0839;37819768;+55 11 3781-9768;37820839;A904173A@EDUCACAO.SP.GOV.BR;+55 11 3782-0839;a904173a@educacao.sp.gov.br;05
CENTRO OESTE;67;RIO PEQUENO;1;08;35924271;SOLON BORGES DOS REIS;Solon Borges Dos Reis;AVENIDA JOSE JOAQUIM SEABRA;1187 A;;JARDIM IVANA;05364;000;05364-000;;;011;37635076;+55 11 3763-5076;37633458;+55 11 3763-3458;37635076;E924271A@EDUCACAO.SP.GOV.BR;+55 11 3763-5076;e924271a@educacao.sp.gov.br;04
CENTRO OESTE;77;SAUDE;1;08;35003980;LOURENCO FILHO PROFESSOR;Lourenco Filho Professor;AL DOS TACAUNAS;181;;PLANALTO PAULISTA;04068;020;04068-020;;;011;55849921;+55 11 5584-9921;55840088;+55 11 5584-0088;55849921;E003980A@EDUCACAO.SP.GOV.BR;+55 11 5584-9921;e003980a@educacao.sp.gov.br;01
CENTRO OESTE;77;SAUDE;1;08;35004662;HELENA LEMMI PROFESSORA;Helena Lemmi Professora;RUA JUA;246;;SAUDE;04138;020;04138-020;;;011;22765939;+55 11 2276-5939;55945714;+55 11 5594-5714;;E004662A@EDUCACAO.SP.GOV.BR;;e004662a@educacao.sp.gov.br;03
CENTRO OESTE;77;SAUDE;1;08;35004832;RUI BLOEM;Rui Bloem;RUA DOS BOGARIS;244;;MIRANDOPOLIS;04047;020;04047-020;;;011;22754918;+55 11 2275-4918;55945713;+55 11 5594-5713;22754918;E004832A@EDUCACAO.SP.GOV.BR;+55 11 2275-4918;e004832a@educacao.sp.gov.br;01
CENTRO OESTE;94;VILA SONIA;1;08;35004169;ANA ROSA DE ARAUJO DONA;Ana Rosa De Araujo Dona;RUA EDEN;100;;VILA INAH;05619;000;05619-000;;;011;37427359;+55 11 3742-7359;37738666;+55 11 3773-8666;37427359;E004169A@EDUCACAO.SP.GOV.BR;+55 11 3742-7359;e004169a@educacao.sp.gov.br;03
SUL 2;19;CAPAO REDONDO;1;08;35038222;JOSE JOAQUIM CARDOSO DE MELLO NETO PROFESSOR;Jose Joaquim Cardoso De Mello Neto Professor;R TEIXEIRA LOPES;95;;JARDIM DAS ROSAS (ZONA SUL);05893;200;05893-200;;;011;58216294;+55 11 5821-6294;;;58218059;E038222A@EDUCACAO.SP.GOV.BR;+55 11 5821-8059;e038222a@educacao.sp.gov.br;01
SUL 2;19;CAPAO REDONDO;1;08;35041002;RONALDO GARIBALDI PERETTI PROFESSOR;Ronaldo Garibaldi Peretti Professor;R ANTONIO JOSE BENTES;691;;JARDIM IRENE;05891;160;05891-160;;;011;58214293;+55 11 5821-4293;58218603;+55 11 5821-8603;58218603;E041002A@EDUCACAO.SP.GOV.BR;+55 11 5821-8603;e041002a@educacao.sp.gov.br;06
SUL 2;19;CAPAO REDONDO;1;08;35902524;CESAR YASIGI PROFESSOR;Cesar Yasigi Professor;R SORIANO DE ALBUQUERQUE;100;;JARDIM MACEDONIA;05894;440;05894-440;;;011;58214234;+55 11 5821-4234;;;58211010;E902524A@EDUCACAO.SP.GOV.BR;+55 11 5821-1010;e902524a@educacao.sp.gov.br;01
SUL 2;19;CAPAO REDONDO;1;08;35916791;AFIZ GEBARA DOUTOR;Afiz Gebara Doutor;R BACIA DE SAO FRANCISCO;SN;;JARDIM SAO BENTO;05885;540;05885-540;;;011;58212333;+55 11 5821-2333;;;58215368;E916791A@EDUCACAO.SP.GOV.BR;+55 11 5821-5368;e916791a@educacao.sp.gov.br;08
SUL 2;43;JARDIM ANGELA;1;08;35035610;RENATA GRAZIANO DE OLIVEIRA PRADO PROFESSORA;Renata Graziano De Oliveira Prado Professora;R ARNALDO DANIEL;100;;JARDIM GUARUJA;05877;150;05877-150;;;011;58722333;+55 11 5872-2333;58733286;+55 11 5873-3286;58722333;E035610A@EDUCACAO.SP.GOV.BR;+55 11 5872-2333;e035610a@educacao.sp.gov.br;01
SUL 2;43;JARDIM ANGELA;1;08;35438042;NAIR OLEGARIO CAJUEIRO;Nair Olegario Cajueiro;R CATALDO PARRILHA;215;A;JARDIM SANTA MARGARIDA;04930;055;04930-055;;;011;55182324;+55 11 5518-2324;55182016;+55 11 5518-2016;;E438042A@EDUCACAO.SP.GOV.BR;;e438042a@educacao.sp.gov.br;03
SUL 2;43;JARDIM ANGELA;1;08;35902664;ROSA PAVONE PIMONT DOUTORA;Rosa Pavone Pimont Doutora;RUA CONDE DE PROENCA;28;;JARDIM COIMBRA;04932;430;04932-430;;;011;55143765;+55 11 5514-3765;;;58924414;E902664A@EDUCACAO.SP.GOV.BR;+55 11 5892-4414;e902664a@educacao.sp.gov.br;03
SUL 2;43;JARDIM ANGELA;1;08;35916808;JOSE RAUL POLETTO;Jose Raul Poletto;R PROFESSOR BARROSO DO AMARAL;665;;VILA SANTA LUCIA;04937;010;04937-010;;;011;58313367;+55 11 5831-3367;;;58313367;E916808A@EDUCACAO.SP.GOV.BR;+55 11 5831-3367;e916808a@educacao.sp.gov.br;04
SUL 2;46;JARDIM SAO LUIS;1;08;35005435;VICENTE LEPORACE;Vicente Leporace;R JOAO ALVES TORRES;555;;JARDIM DAS FLORES;04904;120;04904-120;;;011;55153884;+55 11 5515-3884;;;55141159;E005435A@EDUCACAO.SP.GOV.BR;+55 11 5514-1159;e005435a@educacao.sp.gov.br;04
SUL 2;46;JARDIM SAO LUIS;1;08;35038246;EURICO GASPAR DUTRA MARECHAL;Eurico Gaspar Dutra Marechal;R HIPOLITO CORDEIRO;SN;;JARDIM SAO LUIS;05843;240;05843-240;;;011;58526444;+55 11 5852-6444;;;58516922;E038246A@EDUCACAO.SP.GOV.BR;+55 11 5851-6922;e038246a@educacao.sp.gov.br;01
SUL 2;46;JARDIM SAO LUIS;1;08;35902305;EUGENIO MARIZ DE OLIVEIRA NETTO;Eugenio Mariz De Oliveira Netto;RUA DONA VIRGNIA;100;;CHACARA VISTA ALEGRE;04922;120;04922-120;;;011;55141745;+55 11 5514-1745;;;55146415;E902305A@EDUCACAO.SP.GOV.BR;+55 11 5514-6415;e902305a@educacao.sp.gov.br;05
SUL 2;46;JARDIM SAO LUIS;1;08;35923473;CARAN APPARECIDO GONCALVES PROFESSOR;Caran Apparecido Goncalves Professor;R GREGORIO ALLEGRI;101;CEP 05842070;JARDIM CASABLANCA;05842;070;05842-070;;;011;55116828;+55 11 5511-6828;;;55114994;E923473A@EDUCACAO.SP.GOV.BR;+55 11 5511-4994;e923473a@educacao.sp.gov.br;01
CENTRO SUL;14;CAMBUCI;1;08;35004303;ADELINA ISSA ASHCAR;Adelina Issa Ashcar;RUA ALEXANDRINO DA SILVEIRA BUENO;SN;;CAMBUCI;01524;010;01524-010;;;011;;;32072067;+55 11 3207-2067;32095939;E004303A@EDUCACAO.SP.GOV.BR;+55 11 3209-5939;e004303a@educacao.sp.gov.br;01
CENTRO SUL;27;CURSINO;1;08;35038155;RUBENS DO AMARAL DEPUTADO;Rubens Do Amaral Deputado;RUA FILIPE CARDOSO;554;;JARDIM DA SAUDE;04149;080;04149-080;;;011;50730730;+55 11 5073-0730;;;50730730;E038155A@EDUCACAO.SP.GOV.BR;+55 11 5073-0730;e038155a@educacao.sp.gov.br;02
CENTRO SUL;34;IPIRANGA;1;08;35004327;ITAUNA VISCONDE DE;Itauna Visconde De;RUA SILVA BUENO;1412;;IPIRANGA;04208;001;04208-001;;;011;22722445;+55 11 2272-2445;;;22722445;E004327A@EDUCACAO.SP.GOV.BR;+55 11 2272-2445;e004327a@educacao.sp.gov.br;02
CENTRO SUL;34;IPIRANGA;1;08;35004443;ODON CAVALCANTI PROFESSOR;Odon Cavalcanti Professor;RUA BAMBORE;546;;VILA NAIR;04278;060;04278-060;;;011;50615247;+55 11 5061-5247;50682822;+55 11 5068-2822;50615247;E004443A@EDUCACAO.SP.GOV.BR;+55 11 5061-5247;e004443a@educacao.sp.gov.br;02
CENTRO SUL;68;SACOMA;1;08;35004364;ASTROGILDO SILVA PROFESSOR;Astrogildo Silva Professor;AVENIDA PATENTE;615;;JARDIM PATENTE;04243;000;04243-000;;;011;29467392;+55 11 2946-7392;29463618;+55 11 2946-3618;;E004364A@EDUCACAO.SP.GOV.BR;;e004364a@educacao.sp.gov.br;01
CENTRO SUL;68;SACOMA;1;08;35004509;MARIA ODILA GUIMARAES BUENO PROFESSORA;Maria Odila Guimaraes Bueno Professora;RUA AMERICO SAMARONE;350;;VILA MOINHO VELHO;04284;000;04284-000;;;011;22155339;+55 11 2215-5339;20611133;+55 11 2061-1133;;E004509A@EDUCACAO.SP.GOV.BR;;e004509a@educacao.sp.gov.br;02
CENTRO SUL;68;SACOMA;1;08;35433615;CARLOS ESTEVAM ALDO MARTINS PROFESSOR;Carlos Estevam Aldo Martins Professor;R SAO SILVESTRE;396;;SAO JOAO CLIMACO;04255;080;04255-080;;;011;20837789;+55 11 2083-7789;;;22640106;E433615A@EDUCACAO.SP.GOV.BR;+55 11 2264-0106;e433615a@educacao.sp.gov.br;02
CENTRO SUL;90;VILA MARIANA;1;08;35003815;FLORIANO MARECHAL;Floriano Marechal;RUA DONA JULIA;37;;VILA MARIANA;04117;020;04117-020;;;011;55792670;+55 11 5579-2670;;;55792670;E003815A@EDUCACAO.SP.GOV.BR;+55 11 5579-2670;e003815a@educacao.sp.gov.br;02
CENTRO SUL;93;VILA PRUDENTE;1;06;35985788;CEL JTO A EE JULIA MACEDO PANTOJA PROFESSORA;Cel Jto A Ee Julia Macedo Pantoja Professora;RUA ASSUPA;200;;VILA PRUDENTE;03137;050;03137-050;;;011;20680112;+55 11 2068-0112;22721845;+55 11 2272-1845;;E001958A@EDUCACAO.SP.GOV.BR;;e001958a@educacao.sp.gov.br;01
CENTRO SUL;93;VILA PRUDENTE;1;08;35001892;REPUBLICA DO PARAGUAY;Republica Do Paraguay;RUA CARLOS MULLER;21;;VILA SAO MAURICIO;03132;060;03132-060;;;011;22729957;+55 11 2272-9957;;;22737722;E001892A@EDUCACAO.SP.GOV.BR;+55 11 2273-7722;e001892a@educacao.sp.gov.br;01
SUL 1;16;CAMPO GRANDE;1;08;35039299;IBRAHIM NOBRE;Ibrahim Nobre;RUA PROFESSOR DJALMA BENTO;155;;JARDIM LUANDA;04678;020;04678-020;;;011;56340311;+55 11 5634-0311;;;;E039299A@EDUCACAO.SP.GOV.BR;;e039299a@educacao.sp.gov.br;03
SUL 1;22;CIDADE ADEMAR;1;08;35004900;JOANNA ABRAHAO PROFESSORA;Joanna Abrahao Professora;RUA COMENDADOR ARTUR CAPODAGLIO;99;;AMERICANOPOLIS;04410;080;04410-080;;;011;56216603;+55 11 5621-6603;56231717;+55 11 5623-1717;56216603;E004900A@EDUCACAO.SP.GOV.BR;+55 11 5621-6603;e004900a@educacao.sp.gov.br;03
SUL 1;22;CIDADE ADEMAR;1;08;35004935;DULCE CARNEIRO PROFESSORA;Dulce Carneiro Professora;TV GRANDE MADRUGADA;53;;VILA MARARI;04401;010;04401-010;;;011;55621809;+55 11 5562-1809;56787288;+55 11 5678-7288;55621809;E004935A@EDUCACAO.SP.GOV.BR;+55 11 5562-1809;e004935a@educacao.sp.gov.br;02
SUL 1;22;CIDADE ADEMAR;1;08;35035646;ASSIS CHATEAUBRIAND;Assis Chateaubriand;R ARMANDO GONZAGA;150;;JARDIM MARIA LUIZA;04434;110;04434-110;;;011;56111092;+55 11 5611-1092;56141402;+55 11 5614-1402;56111092;E035646A@EDUCACAO.SP.GOV.BR;+55 11 5611-1092;e035646a@educacao.sp.gov.br;04
SUL 1;22;CIDADE ADEMAR;1;08;35037459;LUIZ SIMIONI SOBRINHO PROFESSOR;Luiz Simioni Sobrinho Professor;R FRANCISCO LOPES PINTO;282;;JARDIM PRUDENCIA;04649;110;04649-110;;;011;55223996;+55 11 5522-3996;56870005;+55 11 5687-0005;55223996;E037459A@EDUCACAO.SP.GOV.BR;+55 11 5522-3996;e037459a@educacao.sp.gov.br;01
SUL 1;22;CIDADE ADEMAR;1;08;35039275;HERMANO RIBEIRO DA SILVA;Hermano Ribeiro Da Silva;TRAVESSA PROF  DALMO BELFORT DE MATTOS;SN;;JARDIM MIRIAM;04416;330;04416-330;;;011;56214445;+55 11 5621-4445;56239899;+55 11 5623-9899;56214445;E039275A@EDUCACAO.SP.GOV.BR;+55 11 5621-4445;e039275a@educacao.sp.gov.br;06
SUL 1;22;CIDADE ADEMAR;1;08;35046358;TIAGO ALBERIONE PADRE;Tiago Alberione Padre;AV ANGELO CRISTIANINI;1434;;CIDADE JULIA;04424;000;04424-000;;;011;56213046;+55 11 5621-3046;56247925;+55 11 5624-7925;56213046;E046358A@EDUCACAO.SP.GOV.BR;+55 11 5621-3046;e046358a@educacao.sp.gov.br;05
SUL 1;22;CIDADE ADEMAR;1;08;35904824;YOLANDA BERNARDINI ROBERT PROFESSORA;Yolanda Bernardini Robert Professora;R FRANCISCO DE ALVARENGA;SN;;JARDIM MIRIAM;04417;260;04417-260;56212969;04417260;011;56212969;+55 11 5621-2969;56239880;+55 11 5623-9880;;E904824A@EDUCACAO.SP.GOV.BR;;e904824a@educacao.sp.gov.br;06
SUL 1;22;CIDADE ADEMAR;1;08;35910338;WALDEMAR RODRIGUES DA SILVA PASTOR;Waldemar Rodrigues Da Silva Pastor;R JENNY LIND;20;;JARDIM ORLY;04434;280;04434-280;;;011;56116196;+55 11 5611-6196;56140545;+55 11 5614-0545;;E910338A@EDUCACAO.SP.GOV.BR;;e910338a@educacao.sp.gov.br;04
SUL 1;38;JABAQUARA;1;08;35004728;JOAO MARIA PIRES DE AGUIAR PROFESSOR;Joao Maria Pires De Aguiar Professor;R DOS MARAPES;17;;VILA CAMPESTRE;04330;070;04330-070;;;011;55630051;+55 11 5563-0051;56772335;+55 11 5677-2335;56772335;E004728A@EDUCACAO.SP.GOV.BR;+55 11 5677-2335;e004728a@educacao.sp.gov.br;05
SUL 1;58;PEDREIRA;1;08;35005058;BENTO PEREIRA DA ROCHA PROFESSOR;Bento Pereira Da Rocha Professor;R GEORGE BENDA;80;;JARDIM RUBILENE;04475;100;04475-100;;;011;56740923;+55 11 5674-0923;56742837;+55 11 5674-2837;56740923;E005058A@EDUCACAO.SP.GOV.BR;+55 11 5674-0923;e005058a@educacao.sp.gov.br;03
SUL 1;58;PEDREIRA;1;08;35566020;PARQUE DOROTEIA;Parque Doroteia;RUA DOS CALANGOS;60;;PARQUE DOROTEIA;04474;270;04474-270;;;;;;;;;E566020A@EDUCACAO.SP.GOV.BR;;e566020a@educacao.sp.gov.br;03
SUL 1;71;SANTO AMARO;1;08;35004984;MARIA PETRONILA LIMEIRA DOS MILAGRES MONTEIRO PROFESSORA;Maria Petronila Limeira Dos Milagres Monteiro Professora;AV MARIO LOPES LEAO;1050;;SANTO AMARO;04754;010;04754-010;;;011;56860499;+55 11 5686-0499;55219887;+55 11 5521-9887;55219887;E004984A@EDUCACAO.SP.GOV.BR;+55 11 5521-9887;e004984a@educacao.sp.gov.br;04
SUL 1;71;SANTO AMARO;1;08;35005125;PAULO EIRO;Paulo Eiro;RUA PADRE JOSE MARIA;210;;SANTO AMARO;04753;060;04753-060;;;011;56874090;+55 11 5687-4090;;;56863729;E005125A@EDUCACAO.SP.GOV.BR;+55 11 5686-3729;e005125a@educacao.sp.gov.br;04
SUL 1;71;SANTO AMARO;1;08;35005198;PLINIO NEGRAO;Plinio Negrao;R BRAGANCA PAULISTA;575;;VILA CRUZEIRO;04727;001;04727-001;;;011;56410962;+55 11 5641-0962;;;56410626;E005198A@EDUCACAO.SP.GOV.BR;+55 11 5641-0626;e005198a@educacao.sp.gov.br;03
SUL 1;83;VILA ANDRADE;1;08;35004947;NEYDE APPARECIDA SOLLITTO PROFESSORA;Neyde Apparecida Sollitto Professora;R JOSE MARIA PINTO ZILLI;696;;JARDIM DAS PALMAS;05749;300;05749-300;;;011;58452452;+55 11 5845-2452;58450678;+55 11 5845-0678;58450678;E004947A@EDUCACAO.SP.GOV.BR;+55 11 5845-0678;e004947a@educacao.sp.gov.br;01
SUL 3;23;CIDADE DUTRA;1;08;35036742;GIULIO DAVID LEONE PROF;Giulio David Leone Prof;R RIBEIRA DO VOUGA;91;;JARDIM PRESIDENTE;04830;180;04830-180;;;011;59280014;+55 11 5928-0014;59280268;+55 11 5928-0268;59280014;E036742A@EDUCACAO.SP.GOV.BR;+55 11 5928-0014;e036742a@educacao.sp.gov.br;07
SUL 3;23;CIDADE DUTRA;1;08;35906585;JAYR DE ANDRADE PROFESSOR;Jayr De Andrade Professor;RUA LUIS VIANA;110;;JORDANOPOLIS;04830;400;04830-400;;;011;59289261;+55 11 5928-9261;;;;E906585A@EDUCACAO.SP.GOV.BR;;e906585a@educacao.sp.gov.br;07
SUL 3;23;CIDADE DUTRA;1;08;35909212;ALEXANDRE ANSALDO MOZZILLI PROFESSOR;Alexandre Ansaldo Mozzilli Professor;RUA DOUTOR FRANCISCO LOUREIRO;180;;JARDIM MARIA RITA;04814;150;04814-150;;;011;56612275;+55 11 5661-2275;56616656;+55 11 5661-6656;56616656;E909212A@EDUCACAO.SP.GOV.BR;+55 11 5661-6656;e909212a@educacao.sp.gov.br;04
SUL 3;30;GRAJAU;1;08;35005459;HERBERT BALDUS;Herbert Baldus;R CANCAO DA TERRA;100;;JARDIM SAO BERNARDO;04844;560;04844-560;;;011;59280280;+55 11 5928-0280;59717358;+55 11 5971-7358;;E005459A@EDUCACAO.SP.GOV.BR;;e005459a@educacao.sp.gov.br;04
SUL 3;30;GRAJAU;1;08;35917394;ANIZ BADRA DOUTOR;Aniz Badra Doutor;R MINISTRO MARIO DAVID ANDREAZZA;112;;PARQUE RESIDENCIAL COCAIA;04849;080;04849-080;;;011;55281836;+55 11 5528-1836;59762178;+55 11 5976-2178;59762178;E917394A@EDUCACAO.SP.GOV.BR;+55 11 5976-2178;e917394a@educacao.sp.gov.br;12
SUL 3;30;GRAJAU;1;08;35924015;JARDIM MYRNA II;Jardim Myrna Ii;AVENIDA CARLOS ALBERT0 BASTOS MACHADO;340;;JARDIM MYRNA;04856;080;04856-080;;;011;55262086;+55 11 5526-2086;55263997;+55 11 5526-3997;;E924015A@EDUCACAO.SP.GOV.BR;;e924015a@educacao.sp.gov.br;05
SUL 3;30;GRAJAU;1;08;35925305;CONDOMINIO CARIOBA MONTE VERDE;Condominio Carioba Monte Verde;RUA PADRE HANS KLEIN;92;;JARDIM MONTE VERDE;04851;000;04851-000;;;011;59325151;+55 11 5932-5151;59322323;+55 11 5932-2323;;E925305A@EDUCACAO.SP.GOV.BR;;e925305a@educacao.sp.gov.br;11
SUL 3;52;MARSILAC;1;08;35005344;HILTON REIS SANTOS PROF;Hilton Reis Santos Prof;EST ENGENHEIRO MARCILAC;8029;KM 45,8;EMBURA;04893;000;04893-000;;;011;59786227;+55 11 5978-6227;59786792;+55 11 5978-6792;59786792;E005344A@EDUCACAO.SP.GOV.BR;+55 11 5978-6792;e005344a@educacao.sp.gov.br;01
SUL 3;55;PARELHEIROS;1;06;35985168;CEL JTO A EE PAULINO NUNES ESPOSO;Cel Jto A Ee Paulino Nunes Esposo;AV SADAMU INOUE;365;;JARDIM CASA GRANDE;04865;005;04865-005;;;011;59792515;+55 11 5979-2515;;;;E985168A@EDUCACAO.SP.GOV.BR;;e985168a@educacao.sp.gov.br;01
SUL 3;55;PARELHEIROS;1;08;35036596;JORGE SARAIVA;Jorge Saraiva;R ARCELINA TEIXEIRA DA SILVA;SN;;PARQUE MARIA FERNANDES;04858;465;04858-465;;;011;55273778;+55 11 5527-3778;55273850;+55 11 5527-3850;55273778;E036596A@EDUCACAO.SP.GOV.BR;+55 11 5527-3778;e036596a@educacao.sp.gov.br;02
SUL 3;55;PARELHEIROS;1;08;35048033;MARIA DE LOURDES ALMEIDA SINISGALLI PROFA;Maria De Lourdes Almeida Sinisgalli Profa;AV. PROFESSOR HERMGENES DE FREITAS LEITAO;4946;;PARELHEIROS;04865;000;04865-000;;;011;59208318;+55 11 5920-8318;59202033;+55 11 5920-2033;59202033;E048033A@EDUCACAO.SP.GOV.BR;+55 11 5920-2033;e048033a@educacao.sp.gov.br;06
SUL 3;55;PARELHEIROS;1;08;35906591;LEONOR FERNANDES COSTA ZACHARIAS;Leonor Fernandes Costa Zacharias;R ENRIQUE AMORIM;101;;JARDIM DAS FONTES;04894;410;04894-410;;;011;59786382;+55 11 5978-6382;59786241;+55 11 5978-6241;;E906591A@EDUCACAO.SP.GOV.BR;;e906591a@educacao.sp.gov.br;08
SUL 3;55;PARELHEIROS;1;08;35921324;LUCAS ROSCHEL RASQUINHO;Lucas Roschel Rasquinho;R PAULINO GOTTSFRITZ;50;COLONIA PAULI;COLONIA (ZONA SUL);04875;060;04875-060;;;011;59208161;+55 11 5920-8161;59203290;+55 11 5920-3290;;E921324A@EDUCACAO.SP.GOV.BR;;e921324a@educacao.sp.gov.br;10
SUL 3;55;PARELHEIROS;1;08;35923059;LEDA GUIMARAES NATAL;Leda Guimaraes Natal;R AMERICO COXA;SN;;PARELHEIROS;04890;000;04890-000;;;011;59208485;+55 11 5920-8485;59219948;+55 11 5921-9948;59208485;E923059A@EDUCACAO.SP.GOV.BR;+55 11 5920-8485;e923059a@educacao.sp.gov.br;07
NORTE 1;29;FREGUESIA DO O;1;08;35037710;MILTON DA SILVA RODRIGUES PROFESSOR;Milton Da Silva Rodrigues Professor;R JOAO CORDEIRO;929;;MOINHO VELHO;02960;000;02960-000;;;011;39910882;+55 11 3991-0882;39751483;+55 11 3975-1483;;E037710A@EDUCACAO.SP.GOV.BR;;e037710a@educacao.sp.gov.br;08
NORTE 1;40;JAGUARA;1;06;35985004;CEL JTO A EE ANTONIO C C GUIMARAES FILHO PROFESSOR;Cel Jto A Ee Antonio C C Guimaraes Filho Professor;AVENIDA MUTINGA;5071;;JARDIM SANTO ELIAS;05110;000;05110-000;;;011;36214575;+55 11 3621-4575;36226473;+55 11 3622-6473;;E037392A@TERRA.COM.BR;;e037392a@terra.com.br;01
NORTE 1;42;JARAGUA;1;08;35038097;ITALO BETARELLO;Italo Betarello;R ANDRESA;120;;JARDIM SAO JOAO (JARAGUA);02995;140;02995-140;;;011;39414746;+55 11 3941-4746;39420894;+55 11 3942-0894;;E038097A@EDUCACAO.SP.GOV.BR;;e038097a@educacao.sp.gov.br;05
NORTE 1;42;JARAGUA;1;08;35907108;JACOB SALVADOR ZVEIBIL;Jacob Salvador Zveibil;AV ELISIO TEIXEIRA LEITE;6700;;PARADA DE TAIPAS;02810;000;02810-000;;;011;39720449;+55 11 3972-0449;39719982;+55 11 3971-9982;;E907108A@EDUCACAO.SP.GOV.BR;;e907108a@educacao.sp.gov.br;09
NORTE 1;61;PERUS;1;08;35036456;MIGUEL OLIVA FEITOSA PROFESSOR;Miguel Oliva Feitosa Professor;R TARCON;479;JARDIM ADELFI;JARDIM ADELFIORE;05223;070;05223-070;;;011;39170773;+55 11 3917-0773;39156177;+55 11 3915-6177;;E036456A@EDUCACAO.SP.GOV.BR;;e036456a@educacao.sp.gov.br;02
CENTRO;10;BRAS;1;08;35922250;GIANFRANCESCO S B M GUARNIERI;Gianfrancesco S B M Guarnieri;RUA ITAPIRA;183;;MOOCA;03102;060;03102-060;;;011;33994208;+55 11 3399-4208;33994212;+55 11 3399-4212;;E922250A@EDUCACAO.SP.GOV.BR;;e922250a@educacao.sp.gov.br;05
CENTRO;50;LIMAO;1;08;35000577;DULCE FERREIRA BOARIN PROFESSORA;Dulce Ferreira Boarin Professora;RUA DOUTOR FLEURY SILVEIRA;295;;VILA SANTA MARIA;02563;010;02563-010;;;011;38572840;+55 11 3857-2840;39511700;+55 11 3951-1700;38572840;E000577A@EDUCACAO.SP.GOV.BR;+55 11 3857-2840;e000577a@educacao.sp.gov.br;02
